INFO: 01:44:18.906173 main.go:29: ID:1 | N:10 | F:3 | Clients:1 | Scenario:NORMAL | Remote:false

INFO: 01:44:18.906623 messenger.go:90: Receive from Server 0 on tcp://*:4100
INFO: 01:44:18.906829 messenger.go:107: Send to Server 0 on tcp://localhost:4001
INFO: 01:44:18.906884 messenger.go:90: Receive from Server 2 on tcp://*:4102
INFO: 01:44:18.906948 messenger.go:107: Send to Server 2 on tcp://localhost:4201
INFO: 01:44:18.906996 messenger.go:90: Receive from Server 3 on tcp://*:4103
INFO: 01:44:18.907318 messenger.go:107: Send to Server 3 on tcp://localhost:4301
INFO: 01:44:18.907365 messenger.go:90: Receive from Server 4 on tcp://*:4104
INFO: 01:44:18.907427 messenger.go:107: Send to Server 4 on tcp://localhost:4401
INFO: 01:44:18.907478 messenger.go:90: Receive from Server 5 on tcp://*:4105
INFO: 01:44:18.907546 messenger.go:107: Send to Server 5 on tcp://localhost:4501
INFO: 01:44:18.907592 messenger.go:90: Receive from Server 6 on tcp://*:4106
INFO: 01:44:18.907846 messenger.go:107: Send to Server 6 on tcp://localhost:4601
INFO: 01:44:18.907918 messenger.go:90: Receive from Server 7 on tcp://*:4107
INFO: 01:44:18.907960 messenger.go:107: Send to Server 7 on tcp://localhost:4701
INFO: 01:44:18.908242 messenger.go:90: Receive from Server 8 on tcp://*:4108
INFO: 01:44:18.908320 messenger.go:107: Send to Server 8 on tcp://localhost:4801
INFO: 01:44:18.908368 messenger.go:90: Receive from Server 9 on tcp://*:4109
INFO: 01:44:18.908474 messenger.go:107: Send to Server 9 on tcp://localhost:4901
INFO: 01:44:18.908515 messenger.go:113: -----------------------------------------
INFO: 01:44:18.908563 messenger.go:135: Requests from Client 0 on tcp://*:7100
INFO: 01:44:18.908592 messenger.go:152: Response to Client 0 on tcp://*:10100
INFO: 01:44:18.908629 messenger.go:155: -----------------------------------------

INFO: 01:44:18.910189 main.go:83: Initial estimate value:  0
INFO: 01:44:18.932173 messenger.go:270: SENT EST to 0
INFO: 01:44:18.960555 messenger.go:270: SENT EST to 3
INFO: 01:44:18.967152 messenger.go:270: SENT EST to 2
INFO: 01:44:18.970321 messenger.go:270: SENT EST to 2
INFO: 01:44:18.970360 messenger.go:270: SENT EST to 3
INFO: 01:44:18.970384 messenger.go:270: SENT EST to 0
INFO: 01:44:18.974804 messenger.go:346: RECEIVED EST from 8
INFO: 01:44:18.980812 messenger.go:346: RECEIVED EST from 0
INFO: 01:44:18.981291 messenger.go:346: RECEIVED EST from 5
INFO: 01:44:18.986936 messenger.go:270: SENT EST to 2
INFO: 01:44:18.987696 messenger.go:346: RECEIVED EST from 7
INFO: 01:44:18.990523 messenger.go:346: RECEIVED EST from 6
INFO: 01:44:18.990640 messenger.go:270: SENT EST to 3
INFO: 01:44:18.990812 messenger.go:270: SENT EST to 0
INFO: 01:44:18.991337 messenger.go:346: RECEIVED EST from 4
INFO: 01:44:18.992187 messenger.go:346: RECEIVED EST from 4
INFO: 01:44:18.993733 messenger.go:346: RECEIVED EST from 7
INFO: 01:44:18.994881 messenger.go:346: RECEIVED EST from 4
INFO: 01:44:18.995936 messenger.go:346: RECEIVED EST from 9
INFO: 01:44:19.007030 messenger.go:346: RECEIVED EST from 8
INFO: 01:44:19.014545 messenger.go:346: RECEIVED EST from 5
INFO: 01:44:19.014912 messenger.go:346: RECEIVED EST from 5
INFO: 01:44:19.021139 messenger.go:346: RECEIVED EST from 6
INFO: 01:44:19.023857 messenger.go:346: RECEIVED EST from 9
INFO: 01:44:19.038306 messenger.go:346: RECEIVED EST from 0
INFO: 01:44:19.039620 messenger.go:346: RECEIVED EST from 7
INFO: 01:44:19.049309 messenger.go:346: RECEIVED EST from 0
INFO: 01:44:19.049495 messenger.go:346: RECEIVED EST from 6
INFO: 01:44:19.053136 messenger.go:346: RECEIVED EST from 8
INFO: 01:44:19.054038 messenger.go:270: SENT EST to 4
INFO: 01:44:19.055933 messenger.go:270: SENT EST to 9
INFO: 01:44:19.056281 messenger.go:270: SENT EST to 7
