INFO: 01:44:09.567685 main.go:29: ID:3 | N:10 | F:3 | Clients:1 | Scenario:NORMAL | Remote:false

INFO: 01:44:09.581387 messenger.go:90: Receive from Server 0 on tcp://*:4300
INFO: 01:44:09.617281 messenger.go:107: Send to Server 0 on tcp://localhost:4003
INFO: 01:44:09.617357 messenger.go:90: Receive from Server 1 on tcp://*:4301
INFO: 01:44:09.617395 messenger.go:107: Send to Server 1 on tcp://localhost:4103
INFO: 01:44:09.617426 messenger.go:90: Receive from Server 2 on tcp://*:4302
INFO: 01:44:09.617450 messenger.go:107: Send to Server 2 on tcp://localhost:4203
INFO: 01:44:09.617473 messenger.go:90: Receive from Server 4 on tcp://*:4304
INFO: 01:44:09.617500 messenger.go:107: Send to Server 4 on tcp://localhost:4403
INFO: 01:44:09.617526 messenger.go:90: Receive from Server 5 on tcp://*:4305
INFO: 01:44:09.617549 messenger.go:107: Send to Server 5 on tcp://localhost:4503
INFO: 01:44:09.618096 messenger.go:90: Receive from Server 6 on tcp://*:4306
INFO: 01:44:09.618155 messenger.go:107: Send to Server 6 on tcp://localhost:4603
INFO: 01:44:09.618345 messenger.go:90: Receive from Server 7 on tcp://*:4307
INFO: 01:44:09.618386 messenger.go:107: Send to Server 7 on tcp://localhost:4703
INFO: 01:44:09.618414 messenger.go:90: Receive from Server 8 on tcp://*:4308
INFO: 01:44:09.618446 messenger.go:107: Send to Server 8 on tcp://localhost:4803
INFO: 01:44:09.618477 messenger.go:90: Receive from Server 9 on tcp://*:4309
INFO: 01:44:09.618500 messenger.go:107: Send to Server 9 on tcp://localhost:4903
INFO: 01:44:09.618506 messenger.go:113: -----------------------------------------
INFO: 01:44:09.618530 messenger.go:135: Requests from Client 0 on tcp://*:7300
INFO: 01:44:09.618558 messenger.go:152: Response to Client 0 on tcp://*:10300
INFO: 01:44:09.618564 messenger.go:155: -----------------------------------------

INFO: 01:44:09.631642 main.go:83: Initial estimate value:  0
INFO: 01:44:09.706877 messenger.go:270: SENT EST to 0
INFO: 01:44:09.707058 messenger.go:270: SENT EST to 0
INFO: 01:44:09.755878 messenger.go:346: RECEIVED EST from 7
INFO: 01:44:09.778852 messenger.go:346: RECEIVED EST from 8
INFO: 01:44:09.815970 messenger.go:270: SENT EST to 9
INFO: 01:44:09.816104 messenger.go:270: SENT EST to 1
INFO: 01:44:09.828936 messenger.go:346: RECEIVED EST from 0
INFO: 01:44:09.858658 messenger.go:270: SENT EST to 4
INFO: 01:44:09.859095 messenger.go:346: RECEIVED EST from 6
INFO: 01:44:09.859166 messenger.go:270: SENT EST to 7
INFO: 01:44:09.859183 messenger.go:270: SENT EST to 6
INFO: 01:44:09.859322 messenger.go:346: RECEIVED EST from 9
INFO: 01:44:09.861888 messenger.go:346: RECEIVED EST from 1
INFO: 01:44:09.864159 messenger.go:346: RECEIVED EST from 5
INFO: 01:44:09.867956 messenger.go:346: RECEIVED EST from 8
INFO: 01:44:09.883393 messenger.go:270: SENT EST to 0
INFO: 01:44:09.867965 messenger.go:270: SENT EST to 8
INFO: 01:44:09.867966 messenger.go:270: SENT EST to 5
INFO: 01:44:09.868603 messenger.go:270: SENT EST to 2
INFO: 01:44:09.898537 messenger.go:346: RECEIVED EST from 1
INFO: 01:44:09.868717 messenger.go:346: RECEIVED EST from 7
INFO: 01:44:09.869099 messenger.go:346: RECEIVED EST from 5
INFO: 01:44:09.869102 messenger.go:270: SENT EST to 1
INFO: 01:44:09.902720 messenger.go:346: RECEIVED EST from 9
INFO: 01:44:09.869189 messenger.go:346: RECEIVED EST from 2
INFO: 01:44:09.871805 messenger.go:346: RECEIVED EST from 4
INFO: 01:44:09.871979 messenger.go:346: RECEIVED EST from 6
INFO: 01:44:09.872122 messenger.go:346: RECEIVED EST from 0
INFO: 01:44:09.883232 messenger.go:346: RECEIVED EST from 4
INFO: 01:44:09.926041 messenger.go:270: SENT EST to 2
