INFO: 17:35:25.202541 main.go:29: ID:9 | N:10 | F:3 | Clients:1 | Scenario:NORMAL | Remote:false

INFO: 17:35:25.205668 messenger.go:115: Receive from Server 0 on tcp://*:4900
INFO: 17:35:25.211905 messenger.go:132: Send to Server 0 on tcp://localhost:4009
INFO: 17:35:25.213371 messenger.go:115: Receive from Server 1 on tcp://*:4901
INFO: 17:35:25.213504 messenger.go:132: Send to Server 1 on tcp://localhost:4109
INFO: 17:35:25.213567 messenger.go:115: Receive from Server 2 on tcp://*:4902
INFO: 17:35:25.213632 messenger.go:132: Send to Server 2 on tcp://localhost:4209
INFO: 17:35:25.213680 messenger.go:115: Receive from Server 3 on tcp://*:4903
INFO: 17:35:25.213742 messenger.go:132: Send to Server 3 on tcp://localhost:4309
INFO: 17:35:25.213796 messenger.go:115: Receive from Server 4 on tcp://*:4904
INFO: 17:35:25.213861 messenger.go:132: Send to Server 4 on tcp://localhost:4409
INFO: 17:35:25.213909 messenger.go:115: Receive from Server 5 on tcp://*:4905
INFO: 17:35:25.213972 messenger.go:132: Send to Server 5 on tcp://localhost:4509
INFO: 17:35:25.214080 messenger.go:115: Receive from Server 6 on tcp://*:4906
INFO: 17:35:25.214157 messenger.go:132: Send to Server 6 on tcp://localhost:4609
INFO: 17:35:25.214207 messenger.go:115: Receive from Server 7 on tcp://*:4907
INFO: 17:35:25.214274 messenger.go:132: Send to Server 7 on tcp://localhost:4709
INFO: 17:35:25.214324 messenger.go:115: Receive from Server 8 on tcp://*:4908
INFO: 17:35:25.214387 messenger.go:132: Send to Server 8 on tcp://localhost:4809
INFO: 17:35:25.214409 messenger.go:138: -----------------------------------------
INFO: 17:35:25.214447 messenger.go:160: Requests from Client 0 on tcp://*:7900
INFO: 17:35:25.214518 messenger.go:177: Response to Client 0 on tcp://*:10900
INFO: 17:35:25.214545 messenger.go:182: -----------------------------------------

INFO: 17:35:25.232320 binary_consensus.go:23: 4.BC: bcid-1 round-1
INFO: 17:35:25.346611 messenger.go:502: RECEIVED BVB from 6
INFO: 17:35:25.354934 messenger.go:502: RECEIVED BVB from 0
INFO: 17:35:25.355092 messenger.go:502: RECEIVED BVB from 2
INFO: 17:35:25.381828 messenger.go:502: RECEIVED BVB from 5
INFO: 17:35:25.383738 messenger.go:426: SENT BVB to 2
INFO: 17:35:25.437150 messenger.go:502: RECEIVED BVB from 4
INFO: 17:35:25.441067 messenger.go:502: RECEIVED BVB from 1
INFO: 17:35:25.452354 binary_consensus.go:148: 4.BC: bin_values-[0]
INFO: 17:35:25.452606 messenger.go:502: RECEIVED BVB from 7
INFO: 17:35:25.452748 messenger.go:426: SENT BVB to 0
INFO: 17:35:25.452854 messenger.go:502: RECEIVED BVB from 8
INFO: 17:35:25.452924 messenger.go:426: SENT BVB to 3
INFO: 17:35:25.452948 messenger.go:426: SENT BVB to 1
INFO: 17:35:25.452956 messenger.go:426: SENT BVB to 4
INFO: 17:35:25.460363 messenger.go:426: SENT BVB to 6
INFO: 17:35:25.460520 messenger.go:426: SENT BVB to 5
INFO: 17:35:25.464785 messenger.go:502: RECEIVED BC from 0
INFO: 17:35:25.464900 messenger.go:426: SENT BVB to 7
INFO: 17:35:25.503210 messenger.go:426: SENT BC to 4
INFO: 17:35:25.503527 messenger.go:426: SENT BC to 5
INFO: 17:35:25.503723 messenger.go:426: SENT BC to 6
INFO: 17:35:25.503773 messenger.go:426: SENT BC to 7
INFO: 17:35:25.504805 messenger.go:426: SENT BC to 0
INFO: 17:35:25.505114 messenger.go:426: SENT BC to 1
INFO: 17:35:25.505627 messenger.go:426: SENT BC to 2
INFO: 17:35:25.511417 messenger.go:426: SENT BVB to 8
INFO: 17:35:25.511627 messenger.go:426: SENT BC to 8
INFO: 17:35:25.523074 messenger.go:502: RECEIVED BC from 7
INFO: 17:35:25.523254 messenger.go:502: RECEIVED BC from 6
INFO: 17:35:25.523412 messenger.go:502: RECEIVED BC from 5
INFO: 17:35:25.523580 messenger.go:502: RECEIVED BVB from 3
INFO: 17:35:25.523646 messenger.go:426: SENT BC to 3
INFO: 17:35:25.523804 messenger.go:502: RECEIVED BC from 2
INFO: 17:35:25.524060 messenger.go:502: RECEIVED BC from 4
INFO: 17:35:25.524151 binary_consensus.go:77: 4.BC: vals-[0] coin-0
INFO: 17:35:25.524189 binary_consensus.go:82: 4.BC: decide-0
INFO: 17:35:25.524416 messenger.go:502: RECEIVED BC from 1
INFO: 17:35:25.526757 messenger.go:502: RECEIVED BC from 3
INFO: 17:35:25.529667 messenger.go:502: RECEIVED BC from 8
