INFO: 16:36:01.254595 main.go:29: ID:0 | N:10 | F:3 | Clients:1 | Scenario:NORMAL | Remote:false

INFO: 16:36:01.255124 messenger.go:85: Receive from Server 1 on tcp://*:4001
INFO: 16:36:01.255925 messenger.go:102: Send to Server 1 on tcp://localhost:4100
INFO: 16:36:01.256167 messenger.go:85: Receive from Server 2 on tcp://*:4002
INFO: 16:36:01.257372 messenger.go:102: Send to Server 2 on tcp://localhost:4200
INFO: 16:36:01.257444 messenger.go:85: Receive from Server 3 on tcp://*:4003
INFO: 16:36:01.257493 messenger.go:102: Send to Server 3 on tcp://localhost:4300
INFO: 16:36:01.257538 messenger.go:85: Receive from Server 4 on tcp://*:4004
INFO: 16:36:01.257578 messenger.go:102: Send to Server 4 on tcp://localhost:4400
INFO: 16:36:01.257626 messenger.go:85: Receive from Server 5 on tcp://*:4005
INFO: 16:36:01.257669 messenger.go:102: Send to Server 5 on tcp://localhost:4500
INFO: 16:36:01.257757 messenger.go:85: Receive from Server 6 on tcp://*:4006
INFO: 16:36:01.257813 messenger.go:102: Send to Server 6 on tcp://localhost:4600
INFO: 16:36:01.258449 messenger.go:85: Receive from Server 7 on tcp://*:4007
INFO: 16:36:01.259567 messenger.go:102: Send to Server 7 on tcp://localhost:4700
INFO: 16:36:01.259903 messenger.go:85: Receive from Server 8 on tcp://*:4008
INFO: 16:36:01.262529 messenger.go:102: Send to Server 8 on tcp://localhost:4800
INFO: 16:36:01.264582 messenger.go:85: Receive from Server 9 on tcp://*:4009
INFO: 16:36:01.267835 messenger.go:102: Send to Server 9 on tcp://localhost:4900
INFO: 16:36:01.267924 messenger.go:108: -----------------------------------------
INFO: 16:36:01.268023 messenger.go:130: Requests from Client 0 on tcp://*:7000
INFO: 16:36:01.268108 messenger.go:147: Response to Client 0 on tcp://*:10000
INFO: 16:36:01.268148 messenger.go:150: -----------------------------------------

INFO: 16:36:01.285277 binary_consensus.go:23: 4.BC: bcid-1 round-1
INFO: 16:36:01.329023 messenger.go:341: RECEIVED BVB from 2
INFO: 16:36:01.329946 messenger.go:341: RECEIVED BVB from 3
INFO: 16:36:01.338284 messenger.go:341: RECEIVED BVB from 1
INFO: 16:36:01.371946 messenger.go:341: RECEIVED BVB from 9
INFO: 16:36:01.398984 messenger.go:341: RECEIVED BVB from 6
INFO: 16:36:01.427058 messenger.go:265: SENT BVB to 1
INFO: 16:36:01.434691 messenger.go:265: SENT BVB to 8
INFO: 16:36:01.434845 messenger.go:341: RECEIVED BC from 1
INFO: 16:36:01.445575 messenger.go:341: RECEIVED BVB from 4
INFO: 16:36:01.445657 messenger.go:265: SENT BVB to 5
INFO: 16:36:01.445707 messenger.go:341: RECEIVED BVB from 8
INFO: 16:36:01.446046 messenger.go:341: RECEIVED BC from 2
INFO: 16:36:01.446585 messenger.go:341: RECEIVED BC from 9
INFO: 16:36:01.447397 messenger.go:341: RECEIVED BVB from 7
INFO: 16:36:01.447576 messenger.go:265: SENT BVB to 6
INFO: 16:36:01.447738 messenger.go:265: SENT BVB to 9
INFO: 16:36:01.447992 messenger.go:341: RECEIVED BVB from 5
INFO: 16:36:01.448032 messenger.go:265: SENT BVB to 2
INFO: 16:36:01.448124 messenger.go:265: SENT BVB to 3
INFO: 16:36:01.448998 messenger.go:265: SENT BVB to 7
INFO: 16:36:01.451512 binary_consensus.go:148: 4.BC: bin_values-[1]
INFO: 16:36:01.456962 messenger.go:341: RECEIVED BC from 3
INFO: 16:36:01.458303 messenger.go:265: SENT BC to 2
INFO: 16:36:01.459807 messenger.go:265: SENT BC to 3
INFO: 16:36:01.467586 messenger.go:341: RECEIVED BC from 6
INFO: 16:36:01.470047 messenger.go:265: SENT BC to 1
INFO: 16:36:01.475822 messenger.go:341: RECEIVED BC from 5
INFO: 16:36:01.477804 messenger.go:265: SENT BVB to 4
INFO: 16:36:01.477908 binary_consensus.go:77: 4.BC: vals-[1] coin-0
INFO: 16:36:01.477952 binary_consensus.go:23: 7.BC: bcid-1 round-2
INFO: 16:36:01.492180 messenger.go:265: SENT BC to 7
INFO: 16:36:01.512541 messenger.go:265: SENT BC to 6
INFO: 16:36:01.528679 messenger.go:265: SENT BC to 5
INFO: 16:36:01.528939 messenger.go:265: SENT BVB to 3
INFO: 16:36:01.529103 messenger.go:265: SENT BVB to 1
INFO: 16:36:01.537360 messenger.go:341: RECEIVED BVB from 6
INFO: 16:36:01.555914 messenger.go:341: RECEIVED BVB from 8
INFO: 16:36:01.556115 messenger.go:341: RECEIVED BVB from 3
INFO: 16:36:01.529266 messenger.go:341: RECEIVED BC from 8
INFO: 16:36:01.536425 messenger.go:341: RECEIVED BC from 7
INFO: 16:36:01.537253 messenger.go:341: RECEIVED BVB from 1
INFO: 16:36:01.556433 messenger.go:341: RECEIVED BVB from 9
INFO: 16:36:01.568188 messenger.go:341: RECEIVED BVB from 5
INFO: 16:36:01.588593 messenger.go:341: RECEIVED BC from 4
INFO: 16:36:01.589049 messenger.go:265: SENT BC to 8
INFO: 16:36:01.590879 messenger.go:341: RECEIVED BC from 1
INFO: 16:36:01.589052 messenger.go:265: SENT BC to 9
INFO: 16:36:01.600532 messenger.go:265: SENT BVB to 2
INFO: 16:36:01.611131 messenger.go:265: SENT BC to 4
INFO: 16:36:01.611627 binary_consensus.go:148: 7.BC: bin_values-[1]
INFO: 16:36:01.613132 messenger.go:265: SENT BVB to 7
INFO: 16:36:01.613483 messenger.go:265: SENT BVB to 6
INFO: 16:36:01.613979 messenger.go:265: SENT BVB to 8
INFO: 16:36:01.614543 messenger.go:265: SENT BVB to 9
INFO: 16:36:01.614806 messenger.go:265: SENT BVB to 4
INFO: 16:36:01.621989 messenger.go:341: RECEIVED BVB from 4
INFO: 16:36:01.622892 messenger.go:341: RECEIVED BVB from 2
INFO: 16:36:01.629192 messenger.go:341: RECEIVED BC from 3
INFO: 16:36:01.630061 messenger.go:341: RECEIVED BVB from 7
INFO: 16:36:01.632562 messenger.go:341: RECEIVED BC from 4
INFO: 16:36:01.636200 messenger.go:341: RECEIVED BC from 6
