INFO: 19:48:46.891620 main.go:29: ID:1 | N:10 | F:3 | Clients:1 | Scenario:NORMAL | Remote:false

INFO: 19:48:46.896615 messenger.go:85: Receive from Server 0 on tcp://*:4100
INFO: 19:48:46.896756 messenger.go:102: Send to Server 0 on tcp://localhost:4001
INFO: 19:48:46.896792 messenger.go:85: Receive from Server 2 on tcp://*:4102
INFO: 19:48:46.896818 messenger.go:102: Send to Server 2 on tcp://localhost:4201
INFO: 19:48:46.896841 messenger.go:85: Receive from Server 3 on tcp://*:4103
INFO: 19:48:46.896864 messenger.go:102: Send to Server 3 on tcp://localhost:4301
INFO: 19:48:46.896889 messenger.go:85: Receive from Server 4 on tcp://*:4104
INFO: 19:48:46.896911 messenger.go:102: Send to Server 4 on tcp://localhost:4401
INFO: 19:48:46.896936 messenger.go:85: Receive from Server 5 on tcp://*:4105
INFO: 19:48:46.896960 messenger.go:102: Send to Server 5 on tcp://localhost:4501
INFO: 19:48:46.896986 messenger.go:85: Receive from Server 6 on tcp://*:4106
INFO: 19:48:46.897007 messenger.go:102: Send to Server 6 on tcp://localhost:4601
INFO: 19:48:46.897032 messenger.go:85: Receive from Server 7 on tcp://*:4107
INFO: 19:48:46.897054 messenger.go:102: Send to Server 7 on tcp://localhost:4701
INFO: 19:48:46.897077 messenger.go:85: Receive from Server 8 on tcp://*:4108
INFO: 19:48:46.897101 messenger.go:102: Send to Server 8 on tcp://localhost:4801
INFO: 19:48:46.897130 messenger.go:85: Receive from Server 9 on tcp://*:4109
INFO: 19:48:46.897152 messenger.go:102: Send to Server 9 on tcp://localhost:4901
INFO: 19:48:46.897158 messenger.go:108: -----------------------------------------
INFO: 19:48:46.897183 messenger.go:130: Requests from Client 0 on tcp://*:7100
INFO: 19:48:46.897214 messenger.go:147: Response to Client 0 on tcp://*:10100
INFO: 19:48:46.897434 messenger.go:150: -----------------------------------------

INFO: 19:48:46.914647 main.go:83: Initial estimate value:  1
INFO: 19:48:46.914736 binary_consensus.go:23: 4.BC: bcid-1 round-1
INFO: 19:48:46.989523 messenger.go:265: SENT BVB to 0
INFO: 19:48:46.989830 messenger.go:265: SENT BVB to 2
INFO: 19:48:47.002686 messenger.go:265: SENT BVB to 9
INFO: 19:48:47.003608 messenger.go:341: RECEIVED BVB from 0
INFO: 19:48:47.018415 messenger.go:341: RECEIVED BVB from 9
INFO: 19:48:47.016205 messenger.go:265: SENT BVB to 3
INFO: 19:48:47.017812 messenger.go:341: RECEIVED BVB from 8
INFO: 19:48:47.017815 messenger.go:265: SENT BVB to 5
INFO: 19:48:47.019030 messenger.go:341: RECEIVED BVB from 4
INFO: 19:48:47.021244 messenger.go:341: RECEIVED BVB from 7
INFO: 19:48:47.023300 messenger.go:341: RECEIVED BVB from 6
INFO: 19:48:47.024059 messenger.go:265: SENT BVB to 8
INFO: 19:48:47.024175 messenger.go:341: RECEIVED BVB from 2
INFO: 19:48:47.040435 messenger.go:265: SENT BVB to 7
INFO: 19:48:47.048695 messenger.go:341: RECEIVED BVB from 7
INFO: 19:48:47.055636 messenger.go:341: RECEIVED BVB from 2
INFO: 19:48:47.056348 messenger.go:265: SENT BVB to 0
INFO: 19:48:47.040834 messenger.go:341: RECEIVED BVB from 3
INFO: 19:48:47.042250 messenger.go:341: RECEIVED BVB from 0
INFO: 19:48:47.089194 messenger.go:265: SENT BVB to 6
INFO: 19:48:47.090497 messenger.go:265: SENT BVB to 4
INFO: 19:48:47.093070 messenger.go:341: RECEIVED BC from 2
INFO: 19:48:47.093164 messenger.go:265: SENT BVB to 3
INFO: 19:48:47.106681 messenger.go:265: SENT BVB to 2
INFO: 19:48:47.107437 messenger.go:341: RECEIVED BVB from 5
INFO: 19:48:47.107688 messenger.go:341: RECEIVED BVB from 6
INFO: 19:48:47.108801 messenger.go:265: SENT BVB to 7
INFO: 19:48:47.111715 messenger.go:341: RECEIVED BVB from 3
