INFO: 19:48:46.878609 main.go:29: ID:9 | N:10 | F:3 | Clients:1 | Scenario:NORMAL | Remote:false

INFO: 19:48:46.879130 messenger.go:85: Receive from Server 0 on tcp://*:4900
INFO: 19:48:46.879927 messenger.go:102: Send to Server 0 on tcp://localhost:4009
INFO: 19:48:46.880042 messenger.go:85: Receive from Server 1 on tcp://*:4901
INFO: 19:48:46.880171 messenger.go:102: Send to Server 1 on tcp://localhost:4109
INFO: 19:48:46.880297 messenger.go:85: Receive from Server 2 on tcp://*:4902
INFO: 19:48:46.880552 messenger.go:102: Send to Server 2 on tcp://localhost:4209
INFO: 19:48:46.880681 messenger.go:85: Receive from Server 3 on tcp://*:4903
INFO: 19:48:46.880988 messenger.go:102: Send to Server 3 on tcp://localhost:4309
INFO: 19:48:46.881193 messenger.go:85: Receive from Server 4 on tcp://*:4904
INFO: 19:48:46.881500 messenger.go:102: Send to Server 4 on tcp://localhost:4409
INFO: 19:48:46.881690 messenger.go:85: Receive from Server 5 on tcp://*:4905
INFO: 19:48:46.881948 messenger.go:102: Send to Server 5 on tcp://localhost:4509
INFO: 19:48:46.882196 messenger.go:85: Receive from Server 6 on tcp://*:4906
INFO: 19:48:46.882506 messenger.go:102: Send to Server 6 on tcp://localhost:4609
INFO: 19:48:46.882765 messenger.go:85: Receive from Server 7 on tcp://*:4907
INFO: 19:48:46.883022 messenger.go:102: Send to Server 7 on tcp://localhost:4709
INFO: 19:48:46.883279 messenger.go:85: Receive from Server 8 on tcp://*:4908
INFO: 19:48:46.883674 messenger.go:102: Send to Server 8 on tcp://localhost:4809
INFO: 19:48:46.884108 messenger.go:108: -----------------------------------------
INFO: 19:48:46.884629 messenger.go:130: Requests from Client 0 on tcp://*:7900
INFO: 19:48:46.885115 messenger.go:147: Response to Client 0 on tcp://*:10900
INFO: 19:48:46.885466 messenger.go:150: -----------------------------------------

INFO: 19:48:46.902766 main.go:83: Initial estimate value:  1
INFO: 19:48:46.919863 binary_consensus.go:23: 4.BC: bcid-1 round-1
INFO: 19:48:46.959356 messenger.go:341: RECEIVED BVB from 6
INFO: 19:48:46.976905 messenger.go:341: RECEIVED BVB from 0
INFO: 19:48:46.977268 messenger.go:341: RECEIVED BVB from 1
INFO: 19:48:46.985643 messenger.go:265: SENT BVB to 0
INFO: 19:48:46.986793 messenger.go:341: RECEIVED BVB from 4
INFO: 19:48:47.096480 messenger.go:341: RECEIVED BVB from 7
INFO: 19:48:47.013760 messenger.go:341: RECEIVED BVB from 8
INFO: 19:48:47.105356 messenger.go:265: SENT BVB to 7
INFO: 19:48:47.106220 messenger.go:341: RECEIVED BVB from 8
INFO: 19:48:47.130871 messenger.go:341: RECEIVED BVB from 3
INFO: 19:48:47.150979 messenger.go:265: SENT BVB to 5
INFO: 19:48:47.151391 messenger.go:265: SENT BVB to 4
INFO: 19:48:47.151969 messenger.go:265: SENT BVB to 3
INFO: 19:48:47.152275 messenger.go:265: SENT BVB to 6
INFO: 19:48:47.152978 messenger.go:341: RECEIVED BC from 8
INFO: 19:48:47.018018 messenger.go:265: SENT BVB to 1
INFO: 19:48:47.018165 messenger.go:265: SENT BVB to 2
INFO: 19:48:47.020694 messenger.go:341: RECEIVED BVB from 5
INFO: 19:48:47.027965 messenger.go:341: RECEIVED BVB from 2
INFO: 19:48:47.159519 messenger.go:265: SENT BVB to 8
INFO: 19:48:47.159712 messenger.go:341: RECEIVED BC from 6
INFO: 19:48:47.160051 messenger.go:341: RECEIVED BVB from 6
INFO: 19:48:47.169569 messenger.go:341: RECEIVED BC from 2
INFO: 19:48:47.170097 messenger.go:341: RECEIVED BVB from 7
INFO: 19:48:47.171574 messenger.go:341: RECEIVED BC from 0
INFO: 19:48:47.172817 messenger.go:341: RECEIVED BVB from 1
INFO: 19:48:47.173483 messenger.go:341: RECEIVED BVB from 5
