INFO: 16:36:01.257264 main.go:29: ID:3 | N:10 | F:3 | Clients:1 | Scenario:NORMAL | Remote:false

INFO: 16:36:01.257682 messenger.go:85: Receive from Server 0 on tcp://*:4300
INFO: 16:36:01.257809 messenger.go:102: Send to Server 0 on tcp://localhost:4003
INFO: 16:36:01.257861 messenger.go:85: Receive from Server 1 on tcp://*:4301
INFO: 16:36:01.257904 messenger.go:102: Send to Server 1 on tcp://localhost:4103
INFO: 16:36:01.257950 messenger.go:85: Receive from Server 2 on tcp://*:4302
INFO: 16:36:01.257994 messenger.go:102: Send to Server 2 on tcp://localhost:4203
INFO: 16:36:01.258040 messenger.go:85: Receive from Server 4 on tcp://*:4304
INFO: 16:36:01.258080 messenger.go:102: Send to Server 4 on tcp://localhost:4403
INFO: 16:36:01.258136 messenger.go:85: Receive from Server 5 on tcp://*:4305
INFO: 16:36:01.258186 messenger.go:102: Send to Server 5 on tcp://localhost:4503
INFO: 16:36:01.258230 messenger.go:85: Receive from Server 6 on tcp://*:4306
INFO: 16:36:01.258272 messenger.go:102: Send to Server 6 on tcp://localhost:4603
INFO: 16:36:01.258319 messenger.go:85: Receive from Server 7 on tcp://*:4307
INFO: 16:36:01.258361 messenger.go:102: Send to Server 7 on tcp://localhost:4703
INFO: 16:36:01.258405 messenger.go:85: Receive from Server 8 on tcp://*:4308
INFO: 16:36:01.258450 messenger.go:102: Send to Server 8 on tcp://localhost:4803
INFO: 16:36:01.258496 messenger.go:85: Receive from Server 9 on tcp://*:4309
INFO: 16:36:01.258539 messenger.go:102: Send to Server 9 on tcp://localhost:4903
INFO: 16:36:01.258560 messenger.go:108: -----------------------------------------
INFO: 16:36:01.258592 messenger.go:130: Requests from Client 0 on tcp://*:7300
INFO: 16:36:01.258643 messenger.go:147: Response to Client 0 on tcp://*:10300
INFO: 16:36:01.258664 messenger.go:150: -----------------------------------------

INFO: 16:36:01.319397 binary_consensus.go:23: 4.BC: bcid-1 round-1
INFO: 16:36:01.329347 messenger.go:265: SENT BVB to 1
INFO: 16:36:01.349996 messenger.go:341: RECEIVED BVB from 2
INFO: 16:36:01.350079 messenger.go:265: SENT BVB to 0
INFO: 16:36:01.350104 messenger.go:265: SENT BVB to 2
INFO: 16:36:01.410447 messenger.go:341: RECEIVED BVB from 9
INFO: 16:36:01.414320 messenger.go:341: RECEIVED BVB from 5
INFO: 16:36:01.414528 messenger.go:341: RECEIVED BVB from 6
INFO: 16:36:01.416462 messenger.go:341: RECEIVED BVB from 0
INFO: 16:36:01.416612 messenger.go:265: SENT BVB to 9
INFO: 16:36:01.435195 messenger.go:341: RECEIVED BVB from 8
INFO: 16:36:01.435722 messenger.go:341: RECEIVED BVB from 1
INFO: 16:36:01.435732 messenger.go:265: SENT BVB to 6
INFO: 16:36:01.442040 messenger.go:341: RECEIVED BC from 9
INFO: 16:36:01.442381 messenger.go:341: RECEIVED BC from 1
INFO: 16:36:01.450816 messenger.go:265: SENT BVB to 4
INFO: 16:36:01.442385 messenger.go:265: SENT BVB to 7
INFO: 16:36:01.442806 messenger.go:341: RECEIVED BVB from 7
INFO: 16:36:01.442809 messenger.go:265: SENT BVB to 5
INFO: 16:36:01.452438 messenger.go:341: RECEIVED BVB from 4
INFO: 16:36:01.453530 binary_consensus.go:148: 4.BC: bin_values-[1]
INFO: 16:36:01.453923 messenger.go:341: RECEIVED BC from 0
INFO: 16:36:01.456768 messenger.go:265: SENT BC to 0
INFO: 16:36:01.460172 messenger.go:341: RECEIVED BC from 6
INFO: 16:36:01.460246 messenger.go:265: SENT BC to 1
INFO: 16:36:01.460268 messenger.go:265: SENT BVB to 8
INFO: 16:36:01.460587 messenger.go:265: SENT BC to 9
INFO: 16:36:01.461600 messenger.go:265: SENT BC to 6
INFO: 16:36:01.468127 messenger.go:265: SENT BC to 5
INFO: 16:36:01.468690 messenger.go:265: SENT BC to 8
