INFO: 17:27:48.775634 main.go:29: ID:0 | N:10 | F:3 | Clients:1 | Scenario:NORMAL | Remote:false

INFO: 17:27:48.778969 messenger.go:85: Receive from Server 1 on tcp://*:4001
INFO: 17:27:48.780380 messenger.go:102: Send to Server 1 on tcp://localhost:4100
INFO: 17:27:48.780782 messenger.go:85: Receive from Server 2 on tcp://*:4002
INFO: 17:27:48.780859 messenger.go:102: Send to Server 2 on tcp://localhost:4200
INFO: 17:27:48.780928 messenger.go:85: Receive from Server 3 on tcp://*:4003
INFO: 17:27:48.781001 messenger.go:102: Send to Server 3 on tcp://localhost:4300
INFO: 17:27:48.781068 messenger.go:85: Receive from Server 4 on tcp://*:4004
INFO: 17:27:48.781163 messenger.go:102: Send to Server 4 on tcp://localhost:4400
INFO: 17:27:48.781291 messenger.go:85: Receive from Server 5 on tcp://*:4005
INFO: 17:27:48.781411 messenger.go:102: Send to Server 5 on tcp://localhost:4500
INFO: 17:27:48.781534 messenger.go:85: Receive from Server 6 on tcp://*:4006
INFO: 17:27:48.783410 messenger.go:102: Send to Server 6 on tcp://localhost:4600
INFO: 17:27:48.783551 messenger.go:85: Receive from Server 7 on tcp://*:4007
INFO: 17:27:48.785876 messenger.go:102: Send to Server 7 on tcp://localhost:4700
INFO: 17:27:48.786409 messenger.go:85: Receive from Server 8 on tcp://*:4008
INFO: 17:27:48.788893 messenger.go:102: Send to Server 8 on tcp://localhost:4800
INFO: 17:27:48.789013 messenger.go:85: Receive from Server 9 on tcp://*:4009
INFO: 17:27:48.789189 messenger.go:102: Send to Server 9 on tcp://localhost:4900
INFO: 17:27:48.789279 messenger.go:108: -----------------------------------------
INFO: 17:27:48.789375 messenger.go:130: Requests from Client 0 on tcp://*:7000
INFO: 17:27:48.790538 messenger.go:147: Response to Client 0 on tcp://*:10000
INFO: 17:27:48.790634 messenger.go:150: -----------------------------------------

INFO: 17:27:48.802283 main.go:83: Initial estimate value:  0
INFO: 17:27:48.802345 binary_consensus.go:23: 4.BC: bcid-1 round-1
INFO: 17:27:48.897483 messenger.go:341: RECEIVED BVB from 1
INFO: 17:27:48.931711 messenger.go:341: RECEIVED BVB from 2
INFO: 17:27:48.932016 messenger.go:341: RECEIVED BVB from 6
INFO: 17:27:48.932275 messenger.go:341: RECEIVED BVB from 9
INFO: 17:27:48.932745 messenger.go:341: RECEIVED BVB from 7
INFO: 17:27:48.932798 messenger.go:265: SENT BVB to 3
INFO: 17:27:48.932922 messenger.go:341: RECEIVED BVB from 4
INFO: 17:27:48.932974 messenger.go:265: SENT BVB to 9
INFO: 17:27:48.932996 messenger.go:265: SENT BVB to 4
INFO: 17:27:48.933442 messenger.go:341: RECEIVED BVB from 3
INFO: 17:27:48.935458 messenger.go:265: SENT BVB to 1
INFO: 17:27:48.953386 messenger.go:341: RECEIVED BVB from 3
INFO: 17:27:48.956018 messenger.go:265: SENT BVB to 2
INFO: 17:27:48.960654 messenger.go:265: SENT BVB to 7
INFO: 17:27:48.967705 messenger.go:341: RECEIVED BVB from 4
INFO: 17:27:48.935611 messenger.go:341: RECEIVED BVB from 5
INFO: 17:27:48.969085 messenger.go:265: SENT BVB to 3
INFO: 17:27:48.969159 messenger.go:341: RECEIVED BVB from 1
INFO: 17:27:48.969214 messenger.go:265: SENT BVB to 2
INFO: 17:27:48.969522 messenger.go:341: RECEIVED BVB from 6
INFO: 17:27:48.969992 messenger.go:341: RECEIVED BVB from 2
INFO: 17:27:48.970423 messenger.go:341: RECEIVED BVB from 8
INFO: 17:27:48.973242 messenger.go:265: SENT BVB to 1
INFO: 17:27:48.978916 messenger.go:265: SENT BVB to 6
INFO: 17:27:48.984465 messenger.go:265: SENT BVB to 4
INFO: 17:27:48.985826 messenger.go:265: SENT BVB to 5
INFO: 17:27:48.996727 messenger.go:341: RECEIVED BVB from 9
INFO: 17:27:49.000204 messenger.go:341: RECEIVED BC from 4
INFO: 17:27:49.001404 messenger.go:265: SENT BVB to 5
INFO: 17:27:49.005571 messenger.go:341: RECEIVED BVB from 5
INFO: 17:27:49.006932 messenger.go:341: RECEIVED BC from 2
INFO: 17:27:49.017263 messenger.go:265: SENT BVB to 8
INFO: 17:27:49.017558 binary_consensus.go:148: 4.BC: bin_values-[1]
INFO: 17:27:49.017597 binary_consensus.go:148: 4.BC: bin_values-[1 0]
INFO: 17:27:49.017771 messenger.go:341: RECEIVED BVB from 7
INFO: 17:27:49.018717 messenger.go:265: SENT BVB to 9
INFO: 17:27:49.019387 messenger.go:265: SENT BVB to 6
INFO: 17:27:49.021389 messenger.go:341: RECEIVED BC from 3
INFO: 17:27:49.022260 messenger.go:265: SENT BVB to 7
INFO: 17:27:49.026814 messenger.go:265: SENT BC to 1
INFO: 17:27:49.031595 messenger.go:341: RECEIVED BC from 1
INFO: 17:27:49.033643 messenger.go:265: SENT BVB to 8
INFO: 17:27:49.035574 messenger.go:341: RECEIVED BVB from 8
INFO: 17:27:49.051090 messenger.go:341: RECEIVED BC from 7
INFO: 17:27:49.051698 messenger.go:265: SENT BC to 7
INFO: 17:27:49.052096 messenger.go:265: SENT BC to 9
INFO: 17:27:49.052202 messenger.go:265: SENT BC to 3
INFO: 17:27:49.052433 messenger.go:265: SENT BC to 4
INFO: 17:27:49.052476 messenger.go:265: SENT BC to 5
INFO: 17:27:49.055361 messenger.go:265: SENT BC to 2
INFO: 17:27:49.055943 messenger.go:265: SENT BC to 6
INFO: 17:27:49.060468 messenger.go:341: RECEIVED BC from 6
INFO: 17:27:49.061096 messenger.go:341: RECEIVED BC from 5
INFO: 17:27:49.066597 messenger.go:341: RECEIVED BC from 9
INFO: 17:27:49.066660 binary_consensus.go:77: 4.BC: vals-[1] coin-0
INFO: 17:27:49.066681 binary_consensus.go:23: 7.BC: bcid-1 round-2
INFO: 17:27:49.085170 messenger.go:265: SENT BC to 8
INFO: 17:27:49.092524 messenger.go:341: RECEIVED BVB from 4
INFO: 17:27:49.097827 messenger.go:341: RECEIVED BVB from 6
INFO: 17:27:49.097926 messenger.go:341: RECEIVED BVB from 5
INFO: 17:27:49.098521 messenger.go:341: RECEIVED BVB from 9
INFO: 17:27:49.150997 messenger.go:341: RECEIVED BVB from 8
INFO: 17:27:49.151980 messenger.go:341: RECEIVED BVB from 3
INFO: 17:27:49.152056 binary_consensus.go:148: 7.BC: bin_values-[1]
INFO: 17:27:49.152437 messenger.go:341: RECEIVED BVB from 1
INFO: 17:27:49.152605 messenger.go:341: RECEIVED BVB from 2
INFO: 17:27:49.152754 messenger.go:341: RECEIVED BC from 8
INFO: 17:27:49.153807 messenger.go:265: SENT BVB to 1
INFO: 17:27:49.154735 messenger.go:265: SENT BVB to 2
INFO: 17:27:49.155447 messenger.go:265: SENT BVB to 3
INFO: 17:27:49.156945 messenger.go:265: SENT BVB to 4
INFO: 17:27:49.157601 messenger.go:265: SENT BVB to 5
INFO: 17:27:49.159081 messenger.go:265: SENT BVB to 6
INFO: 17:27:49.160246 messenger.go:341: RECEIVED BC from 2
INFO: 17:27:49.161290 messenger.go:341: RECEIVED BC from 4
INFO: 17:27:49.161986 messenger.go:265: SENT BVB to 9
INFO: 17:27:49.162297 messenger.go:265: SENT BVB to 7
INFO: 17:27:49.164559 messenger.go:341: RECEIVED BVB from 7
INFO: 17:27:49.165419 messenger.go:341: RECEIVED BC from 3
INFO: 17:27:49.170039 messenger.go:265: SENT BVB to 8
INFO: 17:27:49.173924 messenger.go:341: RECEIVED BC from 5
INFO: 17:27:49.181310 messenger.go:341: RECEIVED BC from 6
INFO: 17:27:49.184269 messenger.go:341: RECEIVED BC from 9
INFO: 17:27:49.187640 messenger.go:341: RECEIVED BC from 7
INFO: 17:27:49.191422 binary_consensus.go:77: 7.BC: vals-[1] coin-1
INFO: 17:27:49.191541 binary_consensus.go:82: 7.BC: decide-1
INFO: 17:27:49.191553 binary_consensus.go:175: My final decision 1
INFO: 17:27:49.194348 messenger.go:265: SENT BC to 7
INFO: 17:27:49.196423 messenger.go:265: SENT BC to 9
INFO: 17:27:49.196506 messenger.go:265: SENT BC to 2
INFO: 17:27:49.196547 messenger.go:265: SENT BC to 1
INFO: 17:27:49.196579 messenger.go:265: SENT BC to 4
INFO: 17:27:49.197246 messenger.go:265: SENT BC to 3
INFO: 17:27:49.197299 messenger.go:265: SENT BC to 5
INFO: 17:27:49.197744 messenger.go:265: SENT BC to 8
INFO: 17:27:49.201296 messenger.go:341: RECEIVED BC from 1
INFO: 17:27:49.203718 messenger.go:341: RECEIVED BC from 8
INFO: 17:27:49.203766 messenger.go:265: SENT BC to 6
