INFO: 16:35:06.382514 main.go:29: ID:2 | N:10 | F:3 | Clients:1 | Scenario:NORMAL | Remote:false

INFO: 16:35:06.383148 messenger.go:85: Receive from Server 0 on tcp://*:4200
INFO: 16:35:06.383539 messenger.go:102: Send to Server 0 on tcp://localhost:4002
INFO: 16:35:06.384584 messenger.go:85: Receive from Server 1 on tcp://*:4201
INFO: 16:35:06.384786 messenger.go:102: Send to Server 1 on tcp://localhost:4102
INFO: 16:35:06.384832 messenger.go:85: Receive from Server 3 on tcp://*:4203
INFO: 16:35:06.385039 messenger.go:102: Send to Server 3 on tcp://localhost:4302
INFO: 16:35:06.385217 messenger.go:85: Receive from Server 4 on tcp://*:4204
INFO: 16:35:06.385260 messenger.go:102: Send to Server 4 on tcp://localhost:4402
INFO: 16:35:06.385461 messenger.go:85: Receive from Server 5 on tcp://*:4205
INFO: 16:35:06.385508 messenger.go:102: Send to Server 5 on tcp://localhost:4502
INFO: 16:35:06.385692 messenger.go:85: Receive from Server 6 on tcp://*:4206
INFO: 16:35:06.385736 messenger.go:102: Send to Server 6 on tcp://localhost:4602
INFO: 16:35:06.385903 messenger.go:85: Receive from Server 7 on tcp://*:4207
INFO: 16:35:06.385929 messenger.go:102: Send to Server 7 on tcp://localhost:4702
INFO: 16:35:06.386148 messenger.go:85: Receive from Server 8 on tcp://*:4208
INFO: 16:35:06.386300 messenger.go:102: Send to Server 8 on tcp://localhost:4802
INFO: 16:35:06.386423 messenger.go:85: Receive from Server 9 on tcp://*:4209
INFO: 16:35:06.386487 messenger.go:102: Send to Server 9 on tcp://localhost:4902
INFO: 16:35:06.386522 messenger.go:108: -----------------------------------------
INFO: 16:35:06.386588 messenger.go:130: Requests from Client 0 on tcp://*:7200
INFO: 16:35:06.386634 messenger.go:147: Response to Client 0 on tcp://*:10200
INFO: 16:35:06.386674 messenger.go:150: -----------------------------------------

INFO: 16:35:06.411004 binary_consensus.go:23: 4.BC: bcid-1 round-1
INFO: 16:35:06.467836 messenger.go:341: RECEIVED BVB from 0
INFO: 16:35:06.468085 messenger.go:341: RECEIVED BVB from 1
INFO: 16:35:06.501355 messenger.go:341: RECEIVED BVB from 3
INFO: 16:35:06.522211 messenger.go:265: SENT BVB to 3
INFO: 16:35:06.522103 messenger.go:265: SENT BVB to 1
INFO: 16:35:06.522608 messenger.go:265: SENT BVB to 4
INFO: 16:35:06.522128 messenger.go:265: SENT BVB to 0
INFO: 16:35:06.536709 messenger.go:341: RECEIVED BVB from 7
INFO: 16:35:06.544265 messenger.go:265: SENT BVB to 7
INFO: 16:35:06.546410 messenger.go:341: RECEIVED BVB from 8
INFO: 16:35:06.561303 messenger.go:341: RECEIVED BVB from 9
INFO: 16:35:06.561894 messenger.go:341: RECEIVED BC from 1
INFO: 16:35:06.562500 binary_consensus.go:148: 4.BC: bin_values-[0]
INFO: 16:35:06.569006 messenger.go:341: RECEIVED BVB from 4
INFO: 16:35:06.576804 messenger.go:341: RECEIVED BC from 3
INFO: 16:35:06.579452 messenger.go:341: RECEIVED BVB from 6
INFO: 16:35:06.581383 messenger.go:265: SENT BVB to 9
INFO: 16:35:06.583573 messenger.go:265: SENT BC to 1
INFO: 16:35:06.583644 messenger.go:265: SENT BC to 3
INFO: 16:35:06.584802 messenger.go:341: RECEIVED BC from 0
INFO: 16:35:06.585918 messenger.go:265: SENT BC to 0
INFO: 16:35:06.589147 messenger.go:265: SENT BVB to 6
INFO: 16:35:06.590199 messenger.go:341: RECEIVED BC from 7
INFO: 16:35:06.593313 messenger.go:341: RECEIVED BVB from 5
INFO: 16:35:06.600857 messenger.go:265: SENT BVB to 5
INFO: 16:35:06.604502 messenger.go:265: SENT BC to 7
INFO: 16:35:06.608349 messenger.go:265: SENT BC to 5
INFO: 16:35:06.608815 messenger.go:265: SENT BVB to 8
INFO: 16:35:06.609013 messenger.go:265: SENT BC to 8
INFO: 16:35:06.609130 messenger.go:265: SENT BC to 9
INFO: 16:35:06.612725 messenger.go:341: RECEIVED BC from 6
INFO: 16:35:06.613582 messenger.go:265: SENT BC to 6
INFO: 16:35:06.616697 messenger.go:265: SENT BC to 4
INFO: 16:35:06.621654 messenger.go:341: RECEIVED BC from 8
INFO: 16:35:06.622037 binary_consensus.go:77: 4.BC: vals-[0] coin-0
INFO: 16:35:06.622068 binary_consensus.go:82: 4.BC: decide-0
INFO: 16:35:06.622076 binary_consensus.go:175: My final decision 0
INFO: 16:35:06.626940 messenger.go:341: RECEIVED BC from 9
INFO: 16:35:06.627437 messenger.go:341: RECEIVED BC from 5
INFO: 16:35:06.633455 messenger.go:341: RECEIVED BC from 4
