INFO: 01:44:18.894618 main.go:29: ID:3 | N:10 | F:3 | Clients:1 | Scenario:NORMAL | Remote:false

INFO: 01:44:18.895086 messenger.go:90: Receive from Server 0 on tcp://*:4300
INFO: 01:44:18.895221 messenger.go:107: Send to Server 0 on tcp://localhost:4003
INFO: 01:44:18.895284 messenger.go:90: Receive from Server 1 on tcp://*:4301
INFO: 01:44:18.895330 messenger.go:107: Send to Server 1 on tcp://localhost:4103
INFO: 01:44:18.895390 messenger.go:90: Receive from Server 2 on tcp://*:4302
INFO: 01:44:18.895434 messenger.go:107: Send to Server 2 on tcp://localhost:4203
INFO: 01:44:18.895478 messenger.go:90: Receive from Server 4 on tcp://*:4304
INFO: 01:44:18.895518 messenger.go:107: Send to Server 4 on tcp://localhost:4403
INFO: 01:44:18.895565 messenger.go:90: Receive from Server 5 on tcp://*:4305
INFO: 01:44:18.895591 messenger.go:107: Send to Server 5 on tcp://localhost:4503
INFO: 01:44:18.895615 messenger.go:90: Receive from Server 6 on tcp://*:4306
INFO: 01:44:18.895638 messenger.go:107: Send to Server 6 on tcp://localhost:4603
INFO: 01:44:18.895663 messenger.go:90: Receive from Server 7 on tcp://*:4307
INFO: 01:44:18.895683 messenger.go:107: Send to Server 7 on tcp://localhost:4703
INFO: 01:44:18.895706 messenger.go:90: Receive from Server 8 on tcp://*:4308
INFO: 01:44:18.895730 messenger.go:107: Send to Server 8 on tcp://localhost:4803
INFO: 01:44:18.895755 messenger.go:90: Receive from Server 9 on tcp://*:4309
INFO: 01:44:18.895777 messenger.go:107: Send to Server 9 on tcp://localhost:4903
INFO: 01:44:18.895783 messenger.go:113: -----------------------------------------
INFO: 01:44:18.895808 messenger.go:135: Requests from Client 0 on tcp://*:7300
INFO: 01:44:18.895833 messenger.go:152: Response to Client 0 on tcp://*:10300
INFO: 01:44:18.895838 messenger.go:155: -----------------------------------------

INFO: 01:44:18.900873 main.go:83: Initial estimate value:  0
INFO: 01:44:18.954329 messenger.go:346: RECEIVED EST from 1
INFO: 01:44:18.961886 messenger.go:346: RECEIVED EST from 2
INFO: 01:44:18.960671 messenger.go:270: SENT EST to 2
INFO: 01:44:18.968132 messenger.go:346: RECEIVED EST from 1
INFO: 01:44:18.982216 messenger.go:346: RECEIVED EST from 5
INFO: 01:44:18.983826 messenger.go:346: RECEIVED EST from 1
INFO: 01:44:18.985058 messenger.go:346: RECEIVED EST from 7
INFO: 01:44:18.985307 messenger.go:346: RECEIVED EST from 8
INFO: 01:44:18.986070 messenger.go:346: RECEIVED EST from 0
INFO: 01:44:18.989396 messenger.go:346: RECEIVED EST from 6
INFO: 01:44:18.992517 messenger.go:346: RECEIVED EST from 4
INFO: 01:44:18.998017 messenger.go:346: RECEIVED EST from 7
INFO: 01:44:19.000340 messenger.go:346: RECEIVED EST from 5
INFO: 01:44:19.023387 messenger.go:346: RECEIVED EST from 6
INFO: 01:44:19.023618 messenger.go:346: RECEIVED EST from 9
INFO: 01:44:19.029450 messenger.go:346: RECEIVED EST from 7
INFO: 01:44:19.037954 messenger.go:346: RECEIVED EST from 4
INFO: 01:44:19.040172 messenger.go:270: SENT EST to 7
INFO: 01:44:19.042338 messenger.go:346: RECEIVED EST from 5
INFO: 01:44:19.042339 messenger.go:346: RECEIVED EST from 0
INFO: 01:44:19.042617 messenger.go:346: RECEIVED EST from 8
INFO: 01:44:19.048739 messenger.go:270: SENT EST to 8
INFO: 01:44:19.052090 messenger.go:270: SENT EST to 0
INFO: 01:44:19.055377 messenger.go:346: RECEIVED EST from 8
INFO: 01:44:19.057315 messenger.go:270: SENT EST to 5
INFO: 01:44:19.059310 messenger.go:270: SENT EST to 0
INFO: 01:44:19.058101 messenger.go:346: RECEIVED EST from 9
INFO: 01:44:19.063514 messenger.go:346: RECEIVED EST from 4
INFO: 01:44:19.064060 messenger.go:346: RECEIVED EST from 0
INFO: 01:44:19.065905 messenger.go:270: SENT EST to 0
INFO: 01:44:19.072507 messenger.go:346: RECEIVED EST from 9
INFO: 01:44:19.073974 messenger.go:346: RECEIVED EST from 8
INFO: 01:44:19.077501 messenger.go:346: RECEIVED EST from 6
INFO: 01:44:19.077550 messenger.go:270: SENT EST to 4
INFO: 01:44:19.080503 messenger.go:346: RECEIVED EST from 9
INFO: 01:44:19.080799 messenger.go:346: RECEIVED EST from 6
INFO: 01:44:19.098944 messenger.go:270: SENT EST to 1
INFO: 01:44:19.099182 messenger.go:346: RECEIVED EST from 2
INFO: 01:44:19.099413 messenger.go:346: RECEIVED EST from 6
INFO: 01:44:19.100081 messenger.go:346: RECEIVED EST from 8
INFO: 01:44:19.117357 messenger.go:346: RECEIVED EST from 5
INFO: 01:44:19.117495 messenger.go:270: SENT EST to 4
INFO: 01:44:19.117583 messenger.go:270: SENT EST to 1
INFO: 01:44:19.117647 messenger.go:270: SENT EST to 9
INFO: 01:44:19.117793 messenger.go:346: RECEIVED EST from 9
INFO: 01:44:19.117960 messenger.go:346: RECEIVED EST from 2
INFO: 01:44:19.118029 messenger.go:270: SENT EST to 5
INFO: 01:44:19.118088 messenger.go:270: SENT EST to 2
INFO: 01:44:19.118228 messenger.go:346: RECEIVED EST from 6
INFO: 01:44:19.119993 messenger.go:270: SENT EST to 2
INFO: 01:44:19.123863 messenger.go:346: RECEIVED EST from 1
INFO: 01:44:19.123873 messenger.go:346: RECEIVED EST from 5
INFO: 01:44:19.127299 messenger.go:270: SENT EST to 4
INFO: 01:44:19.128837 messenger.go:270: SENT EST to 1
INFO: 01:44:19.129691 messenger.go:270: SENT EST to 6
INFO: 01:44:19.134952 messenger.go:270: SENT EST to 5
INFO: 01:44:19.139272 messenger.go:270: SENT EST to 8
INFO: 01:44:19.139431 messenger.go:270: SENT EST to 0
INFO: 01:44:19.139503 messenger.go:346: RECEIVED EST from 8
INFO: 01:44:19.139560 messenger.go:270: SENT EST to 7
INFO: 01:44:19.139806 messenger.go:346: RECEIVED EST from 2
