INFO: 16:36:01.268996 main.go:29: ID:6 | N:10 | F:3 | Clients:1 | Scenario:NORMAL | Remote:false

INFO: 16:36:01.271546 messenger.go:85: Receive from Server 0 on tcp://*:4600
INFO: 16:36:01.274398 messenger.go:102: Send to Server 0 on tcp://localhost:4006
INFO: 16:36:01.275559 messenger.go:85: Receive from Server 1 on tcp://*:4601
INFO: 16:36:01.275762 messenger.go:102: Send to Server 1 on tcp://localhost:4106
INFO: 16:36:01.276418 messenger.go:85: Receive from Server 2 on tcp://*:4602
INFO: 16:36:01.277684 messenger.go:102: Send to Server 2 on tcp://localhost:4206
INFO: 16:36:01.281486 messenger.go:85: Receive from Server 3 on tcp://*:4603
INFO: 16:36:01.281618 messenger.go:102: Send to Server 3 on tcp://localhost:4306
INFO: 16:36:01.281814 messenger.go:85: Receive from Server 4 on tcp://*:4604
INFO: 16:36:01.282049 messenger.go:102: Send to Server 4 on tcp://localhost:4406
INFO: 16:36:01.282232 messenger.go:85: Receive from Server 5 on tcp://*:4605
INFO: 16:36:01.282414 messenger.go:102: Send to Server 5 on tcp://localhost:4506
INFO: 16:36:01.282597 messenger.go:85: Receive from Server 7 on tcp://*:4607
INFO: 16:36:01.282820 messenger.go:102: Send to Server 7 on tcp://localhost:4706
INFO: 16:36:01.283050 messenger.go:85: Receive from Server 8 on tcp://*:4608
INFO: 16:36:01.283309 messenger.go:102: Send to Server 8 on tcp://localhost:4806
INFO: 16:36:01.283503 messenger.go:85: Receive from Server 9 on tcp://*:4609
INFO: 16:36:01.283736 messenger.go:102: Send to Server 9 on tcp://localhost:4906
INFO: 16:36:01.283825 messenger.go:108: -----------------------------------------
INFO: 16:36:01.283986 messenger.go:130: Requests from Client 0 on tcp://*:7600
INFO: 16:36:01.284340 messenger.go:147: Response to Client 0 on tcp://*:10600
INFO: 16:36:01.284576 messenger.go:150: -----------------------------------------

INFO: 16:36:01.298683 binary_consensus.go:23: 4.BC: bcid-1 round-1
INFO: 16:36:01.419695 messenger.go:265: SENT BVB to 8
INFO: 16:36:01.419750 messenger.go:265: SENT BVB to 0
INFO: 16:36:01.419782 messenger.go:265: SENT BVB to 2
INFO: 16:36:01.422082 messenger.go:341: RECEIVED BVB from 8
INFO: 16:36:01.422231 messenger.go:265: SENT BVB to 4
INFO: 16:36:01.423727 messenger.go:341: RECEIVED BVB from 5
INFO: 16:36:01.423837 messenger.go:265: SENT BVB to 3
INFO: 16:36:01.423929 messenger.go:265: SENT BVB to 9
INFO: 16:36:01.423999 messenger.go:265: SENT BVB to 1
INFO: 16:36:01.437247 messenger.go:341: RECEIVED BVB from 3
INFO: 16:36:01.437519 messenger.go:265: SENT BVB to 5
INFO: 16:36:01.442074 messenger.go:341: RECEIVED BVB from 1
INFO: 16:36:01.442923 messenger.go:341: RECEIVED BVB from 2
INFO: 16:36:01.443974 messenger.go:341: RECEIVED BVB from 9
INFO: 16:36:01.444063 binary_consensus.go:148: 4.BC: bin_values-[1]
INFO: 16:36:01.445806 messenger.go:341: RECEIVED BVB from 0
INFO: 16:36:01.448293 messenger.go:341: RECEIVED BVB from 7
INFO: 16:36:01.461295 messenger.go:265: SENT BC to 2
INFO: 16:36:01.461347 messenger.go:265: SENT BC to 3
INFO: 16:36:01.461827 messenger.go:341: RECEIVED BC from 3
INFO: 16:36:01.462613 messenger.go:341: RECEIVED BVB from 4
INFO: 16:36:01.466997 messenger.go:265: SENT BC to 1
INFO: 16:36:01.468153 messenger.go:265: SENT BC to 0
INFO: 16:36:01.469119 messenger.go:341: RECEIVED BC from 9
INFO: 16:36:01.469174 messenger.go:265: SENT BC to 5
INFO: 16:36:01.473701 messenger.go:341: RECEIVED BC from 1
INFO: 16:36:01.475821 messenger.go:341: RECEIVED BC from 5
INFO: 16:36:01.475897 messenger.go:265: SENT BC to 4
INFO: 16:36:01.496056 messenger.go:341: RECEIVED BC from 0
